ID_TIEMPO,ANIO,ID_MES,DESC_MES,ID_DIA,DESC_DIA,ID_DIA_SEMANA,ID_HORA
128,2023,1,ENERO,6,VIERNES,4,7
129,2023,1,ENERO,6,VIERNES,4,8
130,2023,1,ENERO,6,VIERNES,4,9
131,2023,1,ENERO,6,VIERNES,4,10
132,2023,1,ENERO,6,VIERNES,4,11
133,2023,1,ENERO,6,VIERNES,4,12
134,2023,1,ENERO,6,VIERNES,4,13
135,2023,1,ENERO,6,VIERNES,4,14
136,2023,1,ENERO,6,VIERNES,4,15
137,2023,1,ENERO,6,VIERNES,4,16
138,2023,1,ENERO,6,VIERNES,4,17
139,2023,1,ENERO,6,VIERNES,4,18
140,2023,1,ENERO,6,VIERNES,4,19
141,2023,1,ENERO,6,VIERNES,4,20
142,2023,1,ENERO,6,VIERNES,4,21
143,2023,1,ENERO,6,VIERNES,4,22
144,2023,1,ENERO,6,VIERNES,4,23
145,2023,1,ENERO,7,SÁBADO,5,0
146,2023,1,ENERO,7,SÁBADO,5,1
147,2023,1,ENERO,7,SÁBADO,5,2
148,2023,1,ENERO,7,SÁBADO,5,3
149,2023,1,ENERO,7,SÁBADO,5,4
150,2023,1,ENERO,7,SÁBADO,5,5
151,2023,1,ENERO,7,SÁBADO,5,6
152,2023,1,ENERO,7,SÁBADO,5,7
153,2023,1,ENERO,7,SÁBADO,5,8
154,2023,1,ENERO,7,SÁBADO,5,9
155,2023,1,ENERO,7,SÁBADO,5,10
156,2023,1,ENERO,7,SÁBADO,5,11
157,2023,1,ENERO,7,SÁBADO,5,12
158,2023,1,ENERO,7,SÁBADO,5,13
159,2023,1,ENERO,7,SÁBADO,5,14
160,2023,1,ENERO,7,SÁBADO,5,15
161,2023,1,ENERO,7,SÁBADO,5,16
162,2023,1,ENERO,7,SÁBADO,5,17
163,2023,1,ENERO,7,SÁBADO,5,18
164,2023,1,ENERO,7,SÁBADO,5,19
165,2023,1,ENERO,7,SÁBADO,5,20
166,2023,1,ENERO,7,SÁBADO,5,21
167,2023,1,ENERO,7,SÁBADO,5,22
168,2023,1,ENERO,7,SÁBADO,5,23
169,2023,1,ENERO,8,DOMINGO,6,0
170,2023,1,ENERO,8,DOMINGO,6,1
171,2023,1,ENERO,8,DOMINGO,6,2
172,2023,1,ENERO,8,DOMINGO,6,3
173,2023,1,ENERO,8,DOMINGO,6,4
174,2023,1,ENERO,8,DOMINGO,6,5
175,2023,1,ENERO,8,DOMINGO,6,6
176,2023,1,ENERO,8,DOMINGO,6,7
177,2023,1,ENERO,8,DOMINGO,6,8
178,2023,1,ENERO,8,DOMINGO,6,9
179,2023,1,ENERO,8,DOMINGO,6,10
180,2023,1,ENERO,8,DOMINGO,6,11
181,2023,1,ENERO,8,DOMINGO,6,12
182,2023,1,ENERO,8,DOMINGO,6,13
183,2023,1,ENERO,8,DOMINGO,6,14
184,2023,1,ENERO,8,DOMINGO,6,15
185,2023,1,ENERO,8,DOMINGO,6,16
186,2023,1,ENERO,8,DOMINGO,6,17
187,2023,1,ENERO,8,DOMINGO,6,18
188,2023,1,ENERO,8,DOMINGO,6,19
189,2023,1,ENERO,8,DOMINGO,6,20
190,2023,1,ENERO,8,DOMINGO,6,21
191,2023,1,ENERO,8,DOMINGO,6,22
192,2023,1,ENERO,8,DOMINGO,6,23
193,2023,1,ENERO,9,LUNES,0,0
194,2023,1,ENERO,9,LUNES,0,1
195,2023,1,ENERO,9,LUNES,0,2
196,2023,1,ENERO,9,LUNES,0,3
197,2023,1,ENERO,9,LUNES,0,4
198,2023,1,ENERO,9,LUNES,0,5
199,2023,1,ENERO,9,LUNES,0,6
200,2023,1,ENERO,9,LUNES,0,7
201,2023,1,ENERO,9,LUNES,0,8
202,2023,1,ENERO,9,LUNES,0,9
203,2023,1,ENERO,9,LUNES,0,10
204,2023,1,ENERO,9,LUNES,0,11
205,2023,1,ENERO,9,LUNES,0,12
206,2023,1,ENERO,9,LUNES,0,13
207,2023,1,ENERO,9,LUNES,0,14
208,2023,1,ENERO,9,LUNES,0,15
209,2023,1,ENERO,9,LUNES,0,16
210,2023,1,ENERO,9,LUNES,0,17
211,2023,1,ENERO,9,LUNES,0,18
212,2023,1,ENERO,9,LUNES,0,19
213,2023,1,ENERO,9,LUNES,0,20
214,2023,1,ENERO,9,LUNES,0,21
215,2023,1,ENERO,9,LUNES,0,22
216,2023,1,ENERO,9,LUNES,0,23
217,2023,1,ENERO,10,MARTES,1,0
218,2023,1,ENERO,10,MARTES,1,1
219,2023,1,ENERO,10,MARTES,1,2
220,2023,1,ENERO,10,MARTES,1,3
221,2023,1,ENERO,10,MARTES,1,4
222,2023,1,ENERO,10,MARTES,1,5
223,2023,1,ENERO,10,MARTES,1,6
224,2023,1,ENERO,10,MARTES,1,7
225,2023,1,ENERO,10,MARTES,1,8
226,2023,1,ENERO,10,MARTES,1,9
227,2023,1,ENERO,10,MARTES,1,10
228,2023,1,ENERO,10,MARTES,1,11
229,2023,1,ENERO,10,MARTES,1,12
230,2023,1,ENERO,10,MARTES,1,13
231,2023,1,ENERO,10,MARTES,1,14
232,2023,1,ENERO,10,MARTES,1,15
233,2023,1,ENERO,10,MARTES,1,16
234,2023,1,ENERO,10,MARTES,1,17
235,2023,1,ENERO,10,MARTES,1,18
236,2023,1,ENERO,10,MARTES,1,19
237,2023,1,ENERO,10,MARTES,1,20
238,2023,1,ENERO,10,MARTES,1,21
239,2023,1,ENERO,10,MARTES,1,22
240,2023,1,ENERO,10,MARTES,1,23
241,2023,1,ENERO,11,MIÉRCOLES,2,0
242,2023,1,ENERO,11,MIÉRCOLES,2,1
243,2023,1,ENERO,11,MIÉRCOLES,2,2
244,2023,1,ENERO,11,MIÉRCOLES,2,3
245,2023,1,ENERO,11,MIÉRCOLES,2,4
246,2023,1,ENERO,11,MIÉRCOLES,2,5
247,2023,1,ENERO,11,MIÉRCOLES,2,6
248,2023,1,ENERO,11,MIÉRCOLES,2,7
249,2023,1,ENERO,11,MIÉRCOLES,2,8
250,2023,1,ENERO,11,MIÉRCOLES,2,9
251,2023,1,ENERO,11,MIÉRCOLES,2,10
252,2023,1,ENERO,11,MIÉRCOLES,2,11
253,2023,1,ENERO,11,MIÉRCOLES,2,12
254,2023,1,ENERO,11,MIÉRCOLES,2,13
255,2023,1,ENERO,11,MIÉRCOLES,2,14
256,2023,1,ENERO,11,MIÉRCOLES,2,15
257,2023,1,ENERO,11,MIÉRCOLES,2,16
258,2023,1,ENERO,11,MIÉRCOLES,2,17
259,2023,1,ENERO,11,MIÉRCOLES,2,18
260,2023,1,ENERO,11,MIÉRCOLES,2,19
261,2023,1,ENERO,11,MIÉRCOLES,2,20
262,2023,1,ENERO,11,MIÉRCOLES,2,21
263,2023,1,ENERO,11,MIÉRCOLES,2,22
264,2023,1,ENERO,11,MIÉRCOLES,2,23
265,2023,1,ENERO,12,JUEVES,3,0
266,2023,1,ENERO,12,JUEVES,3,1
267,2023,1,ENERO,12,JUEVES,3,2
268,2023,1,ENERO,12,JUEVES,3,3
269,2023,1,ENERO,12,JUEVES,3,4
270,2023,1,ENERO,12,JUEVES,3,5
271,2023,1,ENERO,12,JUEVES,3,6
272,2023,1,ENERO,12,JUEVES,3,7
273,2023,1,ENERO,12,JUEVES,3,8
274,2023,1,ENERO,12,JUEVES,3,9
275,2023,1,ENERO,12,JUEVES,3,10
276,2023,1,ENERO,12,JUEVES,3,11
277,2023,1,ENERO,12,JUEVES,3,12
278,2023,1,ENERO,12,JUEVES,3,13
279,2023,1,ENERO,12,JUEVES,3,14
280,2023,1,ENERO,12,JUEVES,3,15
281,2023,1,ENERO,12,JUEVES,3,16
282,2023,1,ENERO,12,JUEVES,3,17
283,2023,1,ENERO,12,JUEVES,3,18
284,2023,1,ENERO,12,JUEVES,3,19
285,2023,1,ENERO,12,JUEVES,3,20
286,2023,1,ENERO,12,JUEVES,3,21
287,2023,1,ENERO,12,JUEVES,3,22
288,2023,1,ENERO,12,JUEVES,3,23
289,2023,1,ENERO,13,VIERNES,4,0
290,2023,1,ENERO,13,VIERNES,4,1
291,2023,1,ENERO,13,VIERNES,4,2
292,2023,1,ENERO,13,VIERNES,4,3
293,2023,1,ENERO,13,VIERNES,4,4
294,2023,1,ENERO,13,VIERNES,4,5
295,2023,1,ENERO,13,VIERNES,4,6
296,2023,1,ENERO,13,VIERNES,4,7
297,2023,1,ENERO,13,VIERNES,4,8
298,2023,1,ENERO,13,VIERNES,4,9
299,2023,1,ENERO,13,VIERNES,4,10
300,2023,1,ENERO,13,VIERNES,4,11
301,2023,1,ENERO,13,VIERNES,4,12
302,2023,1,ENERO,13,VIERNES,4,13
303,2023,1,ENERO,13,VIERNES,4,14
304,2023,1,ENERO,13,VIERNES,4,15
305,2023,1,ENERO,13,VIERNES,4,16
306,2023,1,ENERO,13,VIERNES,4,17
307,2023,1,ENERO,13,VIERNES,4,18
308,2023,1,ENERO,13,VIERNES,4,19
309,2023,1,ENERO,13,VIERNES,4,20
310,2023,1,ENERO,13,VIERNES,4,21
311,2023,1,ENERO,13,VIERNES,4,22
312,2023,1,ENERO,13,VIERNES,4,23
313,2023,1,ENERO,14,SÁBADO,5,0
314,2023,1,ENERO,14,SÁBADO,5,1
315,2023,1,ENERO,14,SÁBADO,5,2
316,2023,1,ENERO,14,SÁBADO,5,3
317,2023,1,ENERO,14,SÁBADO,5,4
318,2023,1,ENERO,14,SÁBADO,5,5
319,2023,1,ENERO,14,SÁBADO,5,6
320,2023,1,ENERO,14,SÁBADO,5,7
321,2023,1,ENERO,14,SÁBADO,5,8
322,2023,1,ENERO,14,SÁBADO,5,9
323,2023,1,ENERO,14,SÁBADO,5,10
324,2023,1,ENERO,14,SÁBADO,5,11
325,2023,1,ENERO,14,SÁBADO,5,12
326,2023,1,ENERO,14,SÁBADO,5,13
327,2023,1,ENERO,14,SÁBADO,5,14
328,2023,1,ENERO,14,SÁBADO,5,15
329,2023,1,ENERO,14,SÁBADO,5,16
330,2023,1,ENERO,14,SÁBADO,5,17
331,2023,1,ENERO,14,SÁBADO,5,18
332,2023,1,ENERO,14,SÁBADO,5,19
333,2023,1,ENERO,14,SÁBADO,5,20
334,2023,1,ENERO,14,SÁBADO,5,21
335,2023,1,ENERO,14,SÁBADO,5,22
336,2023,1,ENERO,14,SÁBADO,5,23
337,2023,1,ENERO,15,DOMINGO,6,0
338,2023,1,ENERO,15,DOMINGO,6,1
339,2023,1,ENERO,15,DOMINGO,6,2
340,2023,1,ENERO,15,DOMINGO,6,3
341,2023,1,ENERO,15,DOMINGO,6,4
342,2023,1,ENERO,15,DOMINGO,6,5
343,2023,1,ENERO,15,DOMINGO,6,6
344,2023,1,ENERO,15,DOMINGO,6,7
345,2023,1,ENERO,15,DOMINGO,6,8
346,2023,1,ENERO,15,DOMINGO,6,9
347,2023,1,ENERO,15,DOMINGO,6,10
348,2023,1,ENERO,15,DOMINGO,6,11
349,2023,1,ENERO,15,DOMINGO,6,12
350,2023,1,ENERO,15,DOMINGO,6,13
351,2023,1,ENERO,15,DOMINGO,6,14
352,2023,1,ENERO,15,DOMINGO,6,15
353,2023,1,ENERO,15,DOMINGO,6,16
354,2023,1,ENERO,15,DOMINGO,6,17
355,2023,1,ENERO,15,DOMINGO,6,18
356,2023,1,ENERO,15,DOMINGO,6,19
357,2023,1,ENERO,15,DOMINGO,6,20
358,2023,1,ENERO,15,DOMINGO,6,21
359,2023,1,ENERO,15,DOMINGO,6,22
360,2023,1,ENERO,15,DOMINGO,6,23
361,2023,1,ENERO,16,LUNES,0,0
362,2023,1,ENERO,16,LUNES,0,1
363,2023,1,ENERO,16,LUNES,0,2
364,2023,1,ENERO,16,LUNES,0,3
365,2023,1,ENERO,16,LUNES,0,4
366,2023,1,ENERO,16,LUNES,0,5
367,2023,1,ENERO,16,LUNES,0,6
368,2023,1,ENERO,16,LUNES,0,7
369,2023,1,ENERO,16,LUNES,0,8
370,2023,1,ENERO,16,LUNES,0,9
371,2023,1,ENERO,16,LUNES,0,10
372,2023,1,ENERO,16,LUNES,0,11
373,2023,1,ENERO,16,LUNES,0,12
374,2023,1,ENERO,16,LUNES,0,13
375,2023,1,ENERO,16,LUNES,0,14
376,2023,1,ENERO,16,LUNES,0,15
377,2023,1,ENERO,16,LUNES,0,16
378,2023,1,ENERO,16,LUNES,0,17
379,2023,1,ENERO,16,LUNES,0,18
380,2023,1,ENERO,16,LUNES,0,19
381,2023,1,ENERO,16,LUNES,0,20
382,2023,1,ENERO,16,LUNES,0,21
383,2023,1,ENERO,16,LUNES,0,22
384,2023,1,ENERO,16,LUNES,0,23
385,2023,1,ENERO,17,MARTES,1,0
386,2023,1,ENERO,17,MARTES,1,1
387,2023,1,ENERO,17,MARTES,1,2
388,2023,1,ENERO,17,MARTES,1,3
389,2023,1,ENERO,17,MARTES,1,4
390,2023,1,ENERO,17,MARTES,1,5
391,2023,1,ENERO,17,MARTES,1,6
392,2023,1,ENERO,17,MARTES,1,7
393,2023,1,ENERO,17,MARTES,1,8
394,2023,1,ENERO,17,MARTES,1,9
395,2023,1,ENERO,17,MARTES,1,10
396,2023,1,ENERO,17,MARTES,1,11
397,2023,1,ENERO,17,MARTES,1,12
398,2023,1,ENERO,17,MARTES,1,13
399,2023,1,ENERO,17,MARTES,1,14
400,2023,1,ENERO,17,MARTES,1,15
401,2023,1,ENERO,17,MARTES,1,16
402,2023,1,ENERO,17,MARTES,1,17
403,2023,1,ENERO,17,MARTES,1,18
404,2023,1,ENERO,17,MARTES,1,19
405,2023,1,ENERO,17,MARTES,1,20
406,2023,1,ENERO,17,MARTES,1,21
407,2023,1,ENERO,17,MARTES,1,22
408,2023,1,ENERO,17,MARTES,1,23
409,2023,1,ENERO,18,MIÉRCOLES,2,0
410,2023,1,ENERO,18,MIÉRCOLES,2,1
411,2023,1,ENERO,18,MIÉRCOLES,2,2
412,2023,1,ENERO,18,MIÉRCOLES,2,3
413,2023,1,ENERO,18,MIÉRCOLES,2,4
414,2023,1,ENERO,18,MIÉRCOLES,2,5
415,2023,1,ENERO,18,MIÉRCOLES,2,6
416,2023,1,ENERO,18,MIÉRCOLES,2,7
417,2023,1,ENERO,18,MIÉRCOLES,2,8
418,2023,1,ENERO,18,MIÉRCOLES,2,9
419,2023,1,ENERO,18,MIÉRCOLES,2,10
420,2023,1,ENERO,18,MIÉRCOLES,2,11
421,2023,1,ENERO,18,MIÉRCOLES,2,12
422,2023,1,ENERO,18,MIÉRCOLES,2,13
423,2023,1,ENERO,18,MIÉRCOLES,2,14
424,2023,1,ENERO,18,MIÉRCOLES,2,15
425,2023,1,ENERO,18,MIÉRCOLES,2,16
426,2023,1,ENERO,18,MIÉRCOLES,2,17
427,2023,1,ENERO,18,MIÉRCOLES,2,18
428,2023,1,ENERO,18,MIÉRCOLES,2,19
429,2023,1,ENERO,18,MIÉRCOLES,2,20
430,2023,1,ENERO,18,MIÉRCOLES,2,21
431,2023,1,ENERO,18,MIÉRCOLES,2,22
432,2023,1,ENERO,18,MIÉRCOLES,2,23
433,2023,1,ENERO,19,JUEVES,3,0
434,2023,1,ENERO,19,JUEVES,3,1
435,2023,1,ENERO,19,JUEVES,3,2
436,2023,1,ENERO,19,JUEVES,3,3
437,2023,1,ENERO,19,JUEVES,3,4
438,2023,1,ENERO,19,JUEVES,3,5
439,2023,1,ENERO,19,JUEVES,3,6
440,2023,1,ENERO,19,JUEVES,3,7
441,2023,1,ENERO,19,JUEVES,3,8
442,2023,1,ENERO,19,JUEVES,3,9
443,2023,1,ENERO,19,JUEVES,3,10
444,2023,1,ENERO,19,JUEVES,3,11
445,2023,1,ENERO,19,JUEVES,3,12
446,2023,1,ENERO,19,JUEVES,3,13
447,2023,1,ENERO,19,JUEVES,3,14
448,2023,1,ENERO,19,JUEVES,3,15
449,2023,1,ENERO,19,JUEVES,3,16
450,2023,1,ENERO,19,JUEVES,3,17
451,2023,1,ENERO,19,JUEVES,3,18
452,2023,1,ENERO,19,JUEVES,3,19
453,2023,1,ENERO,19,JUEVES,3,20
454,2023,1,ENERO,19,JUEVES,3,21
455,2023,1,ENERO,19,JUEVES,3,22
456,2023,1,ENERO,19,JUEVES,3,23
457,2023,1,ENERO,20,VIERNES,4,0
458,2023,1,ENERO,20,VIERNES,4,1
459,2023,1,ENERO,20,VIERNES,4,2
460,2023,1,ENERO,20,VIERNES,4,3
461,2023,1,ENERO,20,VIERNES,4,4
462,2023,1,ENERO,20,VIERNES,4,5
463,2023,1,ENERO,20,VIERNES,4,6
464,2023,1,ENERO,20,VIERNES,4,7
465,2023,1,ENERO,20,VIERNES,4,8
466,2023,1,ENERO,20,VIERNES,4,9
467,2023,1,ENERO,20,VIERNES,4,10
468,2023,1,ENERO,20,VIERNES,4,11
469,2023,1,ENERO,20,VIERNES,4,12
470,2023,1,ENERO,20,VIERNES,4,13
471,2023,1,ENERO,20,VIERNES,4,14
472,2023,1,ENERO,20,VIERNES,4,15
473,2023,1,ENERO,20,VIERNES,4,16
474,2023,1,ENERO,20,VIERNES,4,17
475,2023,1,ENERO,20,VIERNES,4,18
476,2023,1,ENERO,20,VIERNES,4,19
477,2023,1,ENERO,20,VIERNES,4,20
478,2023,1,ENERO,20,VIERNES,4,21
479,2023,1,ENERO,20,VIERNES,4,22
480,2023,1,ENERO,20,VIERNES,4,23
481,2023,1,ENERO,21,SÁBADO,5,0
482,2023,1,ENERO,21,SÁBADO,5,1
483,2023,1,ENERO,21,SÁBADO,5,2
484,2023,1,ENERO,21,SÁBADO,5,3
485,2023,1,ENERO,21,SÁBADO,5,4
486,2023,1,ENERO,21,SÁBADO,5,5
487,2023,1,ENERO,21,SÁBADO,5,6
488,2023,1,ENERO,21,SÁBADO,5,7
489,2023,1,ENERO,21,SÁBADO,5,8
490,2023,1,ENERO,21,SÁBADO,5,9
491,2023,1,ENERO,21,SÁBADO,5,10
492,2023,1,ENERO,21,SÁBADO,5,11
493,2023,1,ENERO,21,SÁBADO,5,12
494,2023,1,ENERO,21,SÁBADO,5,13
495,2023,1,ENERO,21,SÁBADO,5,14
496,2023,1,ENERO,21,SÁBADO,5,15
497,2023,1,ENERO,21,SÁBADO,5,16
498,2023,1,ENERO,21,SÁBADO,5,17
499,2023,1,ENERO,21,SÁBADO,5,18
500,2023,1,ENERO,21,SÁBADO,5,19
501,2023,1,ENERO,21,SÁBADO,5,20
502,2023,1,ENERO,21,SÁBADO,5,21
503,2023,1,ENERO,21,SÁBADO,5,22
504,2023,1,ENERO,21,SÁBADO,5,23
505,2023,1,ENERO,22,DOMINGO,6,0
506,2023,1,ENERO,22,DOMINGO,6,1
507,2023,1,ENERO,22,DOMINGO,6,2
508,2023,1,ENERO,22,DOMINGO,6,3
509,2023,1,ENERO,22,DOMINGO,6,4
510,2023,1,ENERO,22,DOMINGO,6,5
511,2023,1,ENERO,22,DOMINGO,6,6
512,2023,1,ENERO,22,DOMINGO,6,7
513,2023,1,ENERO,22,DOMINGO,6,8
514,2023,1,ENERO,22,DOMINGO,6,9
515,2023,1,ENERO,22,DOMINGO,6,10
516,2023,1,ENERO,22,DOMINGO,6,11
517,2023,1,ENERO,22,DOMINGO,6,12
518,2023,1,ENERO,22,DOMINGO,6,13
519,2023,1,ENERO,22,DOMINGO,6,14
520,2023,1,ENERO,22,DOMINGO,6,15
521,2023,1,ENERO,22,DOMINGO,6,16
522,2023,1,ENERO,22,DOMINGO,6,17
523,2023,1,ENERO,22,DOMINGO,6,18
524,2023,1,ENERO,22,DOMINGO,6,19
525,2023,1,ENERO,22,DOMINGO,6,20
526,2023,1,ENERO,22,DOMINGO,6,21
527,2023,1,ENERO,22,DOMINGO,6,22
528,2023,1,ENERO,22,DOMINGO,6,23
529,2023,1,ENERO,23,LUNES,0,0
530,2023,1,ENERO,23,LUNES,0,1
531,2023,1,ENERO,23,LUNES,0,2
532,2023,1,ENERO,23,LUNES,0,3
533,2023,1,ENERO,23,LUNES,0,4
534,2023,1,ENERO,23,LUNES,0,5
535,2023,1,ENERO,23,LUNES,0,6
536,2023,1,ENERO,23,LUNES,0,7
537,2023,1,ENERO,23,LUNES,0,8
538,2023,1,ENERO,23,LUNES,0,9
539,2023,1,ENERO,23,LUNES,0,10
540,2023,1,ENERO,23,LUNES,0,11
541,2023,1,ENERO,23,LUNES,0,12
542,2023,1,ENERO,23,LUNES,0,13
543,2023,1,ENERO,23,LUNES,0,14
544,2023,1,ENERO,23,LUNES,0,15
545,2023,1,ENERO,23,LUNES,0,16
546,2023,1,ENERO,23,LUNES,0,17
547,2023,1,ENERO,23,LUNES,0,18
548,2023,1,ENERO,23,LUNES,0,19
549,2023,1,ENERO,23,LUNES,0,20
550,2023,1,ENERO,23,LUNES,0,21
551,2023,1,ENERO,23,LUNES,0,22
552,2023,1,ENERO,23,LUNES,0,23
553,2023,1,ENERO,24,MARTES,1,0
554,2023,1,ENERO,24,MARTES,1,1
555,2023,1,ENERO,24,MARTES,1,2
556,2023,1,ENERO,24,MARTES,1,3
557,2023,1,ENERO,24,MARTES,1,4
558,2023,1,ENERO,24,MARTES,1,5
559,2023,1,ENERO,24,MARTES,1,6
560,2023,1,ENERO,24,MARTES,1,7
561,2023,1,ENERO,24,MARTES,1,8
562,2023,1,ENERO,24,MARTES,1,9
563,2023,1,ENERO,24,MARTES,1,10
